age,female,hisp,education,earnings,hours,week,union,uncov,region,race,marital
45,1,0,16,7.5,50,52,0,0,1,1,1
45,0,0,16,6.8,50,52,0,0,1,1,1
46,1,0,16,40.772,50,52,0,0,1,1,1
31,0,0,14,4.8002,40,52,0,0,1,1,7
27,0,0,16,4.1,45,52,0,0,1,1,1
32,0,0,16,10.2,60,52,0,0,1,1,1
29,1,0,16,5.8,40,52,0,0,1,1,1
38,0,0,14,2.7,70,52,0,0,1,4,1
33,0,0,16,4,40,52,0,0,1,1,1
28,1,0,18,3.5,40,52,0,0,1,1,1
39,1,0,16,3.3,42,52,0,0,1,1,1
38,0,0,16,4.75,46,52,0,0,1,1,1
48,1,0,12,3,40,52,0,0,1,1,3
37,0,0,13,4.3,50,52,0,0,1,1,7
44,1,0,13,4.4,50,52,0,0,1,1,5
37,1,0,16,3.1,40,52,0,0,1,1,1
34,0,0,12,4.2,40,52,0,0,1,1,1
44,1,0,16,7.6,40,52,0,0,1,1,1
47,0,0,12,4,40,52,0,0,1,1,1
67,0,0,10,2.5,40,52,0,0,1,1,1
47,0,0,16,9.5,45,52,0,0,1,1,1
30,1,0,16,5.5,40,52,0,0,1,1,1
33,0,0,16,4.5,40,52,0,0,1,1,1
48,0,0,16,16,45,52,0,0,1,1,1
57,1,0,16,6,55,52,0,0,1,1,4
40,1,0,16,5.2,40,52,0,0,1,1,1
31,0,0,18,4,45,52,0,0,1,1,1
53,1,0,18,0.008,45,52,0,0,1,1,1
57,0,0,18,11,45,52,0,0,1,1,1
47,1,0,20,15,50,52,0,0,1,1,1
50,0,0,18,16,60,52,0,0,1,1,1
50,0,0,16,13,40,52,0,0,1,1,1
56,0,0,16,7.06,50,52,0,0,1,1,6
53,0,0,18,19,45,52,0,0,1,1,1
54,0,0,16,5,40,52,0,0,1,1,1
52,0,0,16,20,50,52,0,0,1,1,1
28,0,0,16,4.6,40,52,0,0,1,1,7
47,0,0,12,8,75,52,0,0,1,1,1
61,0,0,13,6.25,40,52,1,0,1,1,1
32,0,0,16,5,40,52,0,0,1,1,1
34,1,0,16,7,40,52,0,0,1,1,1
42,0,0,18,10.6,55,52,1,0,1,1,1
50,0,0,18,9.5,50,52,0,0,1,1,1
46,0,0,14,10,40,52,0,0,1,1,5
50,1,0,14,4.6,50,52,0,0,1,1,5
21,1,0,13,4.5,40,52,0,0,1,1,7
43,0,0,18,5.5,55,52,0,0,1,1,1
42,0,0,16,3.2242,40,52,0,0,1,1,1
24,1,0,16,2.8,40,52,0,0,1,1,7
40,0,0,12,3.44,56,52,0,0,1,1,1
28,0,0,13,2.2,50,52,0,0,1,1,5
26,0,0,14,3.3,42,52,0,0,1,1,1
24,1,0,16,2.7,40,52,0,0,1,1,1
21,0,0,13,5.4,42,52,0,0,1,1,7
40,0,0,14,12,50,52,0,0,1,1,1
48,0,0,16,12,50,52,0,0,1,1,1
50,0,0,16,3.2,40,52,0,0,1,1,1
42,0,0,18,6.4,50,52,0,0,1,1,7
42,0,0,16,3.8,50,52,0,0,1,1,7
44,1,0,14,4.2,40,52,0,0,1,1,5
44,1,0,18,5.35,45,52,0,0,1,1,1
49,0,0,16,6,47,52,0,0,1,1,1
47,0,0,12,2,40,52,0,0,1,1,5
22,1,0,12,2.98,40,52,0,0,1,1,7
58,1,0,12,2.3,40,52,0,0,1,1,1
33,0,0,14,3.24,40,52,0,0,1,7,5
33,1,0,16,4.9,40,52,0,0,1,1,5
52,1,0,16,5,40,52,0,0,1,1,1
34,1,0,16,3.2,40,52,0,0,1,1,1
47,0,0,16,38.9599,60,52,0,0,1,1,1
64,0,0,18,15,50,52,0,0,1,1,1
56,0,0,16,6,50,52,0,0,1,1,1
47,0,0,16,7,50,52,0,0,1,1,1
29,1,0,13,1.9,40,52,0,0,1,1,5
30,0,0,10,2.25,36,52,0,0,1,1,7
28,1,0,18,4.5,40,52,0,0,1,1,7
23,1,0,16,4,40,52,0,0,1,1,7
18,1,0,12,0.83,40,48,0,0,1,1,7
33,1,0,18,10,60,52,0,0,1,1,1
45,1,0,14,4.3,40,52,0,0,1,1,1
62,0,0,16,17.2,48,52,0,0,1,1,1
51,0,0,16,8.5,60,52,0,0,1,1,1
33,1,0,18,4.8,45,52,0,0,1,1,1
45,0,0,16,6,40,52,0,0,1,1,1
36,0,0,16,3.2,40,52,0,0,1,1,5
39,1,0,16,6,40,52,0,0,1,1,5
54,0,0,18,9.3,50,52,0,0,1,1,1
55,1,0,18,6,60,52,0,0,1,1,1
43,0,0,13,4.4,45,52,0,0,1,1,1
43,1,0,16,15,40,52,0,0,1,1,1
28,1,0,16,3.7,40,52,0,0,1,1,7
31,0,0,16,8,40,52,0,0,1,1,7
37,0,0,16,5.5,40,52,0,0,1,1,5
52,1,0,13,2.3002,40,52,0,0,1,1,5
62,0,1,13,2.4,36,52,0,0,1,1,5
51,0,1,16,8.8,40,52,0,0,1,1,1
55,1,0,16,5,40,52,0,0,1,1,1
55,0,0,13,6.5,60,52,0,0,1,1,1
48,1,0,16,6.1,36,52,0,0,1,1,1
32,0,0,18,7.5,40,52,0,0,1,1,1
39,1,0,16,5,40,52,0,0,1,1,5
41,0,0,12,6.6,43,52,0,0,1,1,1
45,1,0,13,2.9,40,52,0,0,1,2,5
35,1,0,13,4,60,52,0,0,1,1,7
53,1,0,20,15,40,52,0,0,1,1,5
37,0,0,12,8,40,52,0,0,1,1,1
50,0,0,12,4,40,52,0,0,1,1,1
34,0,0,16,9.5,45,52,0,0,1,1,1
52,0,0,16,10,55,52,0,0,1,1,1
34,0,0,16,3,40,50,0,0,1,6,1
40,0,0,14,1.5,60,52,0,0,1,1,1
45,1,0,16,2.45,50,52,0,0,1,1,1
34,0,0,12,4.5,40,52,0,0,1,1,1
46,0,0,16,10,45,52,0,0,1,1,1
43,1,0,12,40.772,60,52,0,0,1,1,1
55,0,0,16,10.5,45,52,0,0,1,1,1
61,1,0,18,7.5,50,52,0,0,1,1,1
45,0,0,18,20,60,52,0,0,1,1,1
41,0,0,12,6.4,60,52,0,0,1,1,1
29,1,0,12,3.3,40,52,0,0,1,1,1
31,0,0,12,4.3,40,52,0,0,1,1,1
33,1,0,14,2.8,40,52,0,0,1,1,1
40,0,0,13,3,40,52,0,0,1,1,1
56,0,0,20,20,45,52,0,0,1,1,1
36,0,0,13,5,45,52,0,0,1,1,1
35,1,0,16,11,40,52,0,0,1,1,1
43,0,0,16,6,40,52,0,0,1,1,1
45,0,0,16,20,60,52,0,0,1,7,1
51,1,0,16,5.5,45,52,0,0,1,1,1
45,1,0,14,3.6,48,52,0,0,1,1,1
50,0,0,18,38.9599,40,52,0,0,1,1,1
44,0,0,16,38.9599,50,52,0,0,1,1,1
47,1,0,16,7,40,52,0,0,1,1,5
40,0,0,14,2.8,40,52,0,0,1,1,1
41,1,0,16,6.6,40,52,0,0,1,1,5
31,1,0,16,4.5,40,52,0,0,1,1,1
36,0,0,12,5.35,40,52,0,0,1,1,1
34,0,0,18,12.4887,50,52,0,0,1,1,1
45,0,0,16,5,40,52,0,0,1,1,1
49,0,0,16,8.8,55,52,0,0,1,1,1
52,0,0,16,2.3,40,52,0,0,1,1,1
47,0,0,16,9.2,45,52,0,0,1,1,1
23,0,0,16,4,40,52,0,0,1,7,7
53,0,0,13,6.365,45,52,0,0,1,1,1
52,0,0,13,4,40,52,0,0,1,2,1
46,1,0,13,3.9,40,52,0,0,1,1,5
25,0,0,13,4.5,50,52,0,0,1,1,7
52,0,0,18,9.8,40,52,0,0,1,1,1
54,1,0,14,8,45,52,0,0,1,1,5
45,0,0,16,12,55,52,0,0,1,1,1
49,0,0,14,7.5,40,52,0,0,1,1,1
30,0,0,13,0.2,55,52,0,0,1,1,7
45,0,0,13,4.8,43,52,0,0,1,1,5
39,0,0,16,4.5,40,52,0,0,1,1,1
37,1,0,18,3.15,40,52,0,0,1,1,1
30,1,0,16,3.7,40,52,0,0,1,1,1
29,0,0,18,10,50,52,0,0,1,1,1
53,0,0,14,4.5,40,52,0,0,1,1,1
57,1,0,14,2.8,40,52,0,0,1,1,1
58,0,0,13,5.5,45,52,0,0,1,1,5
68,0,0,16,5.2,50,52,0,0,1,1,1
28,1,0,16,2.3,41,52,0,0,1,1,7
63,0,0,12,4.6494,40,52,0,0,1,1,1
20,1,0,12,1.86,40,52,0,0,1,1,1
34,0,0,16,4.0458,50,52,0,0,1,1,1
58,0,0,12,2.2,40,52,0,0,1,1,1
53,1,0,13,6.5,60,52,0,0,1,1,5
50,0,0,16,6.3,40,52,0,0,1,1,1
61,0,0,12,15,50,52,0,0,1,1,1
28,1,0,20,5,40,52,0,0,1,1,7
45,0,0,18,6.9,40,52,0,0,1,1,5
41,0,1,12,1.125,40,52,0,0,1,1,1
27,0,0,12,3.35,40,52,0,0,1,1,1
41,1,0,12,1.6,40,52,0,0,1,1,1
44,0,0,11,4.2,40,52,0,0,1,1,1
46,1,0,13,3.8,40,52,0,0,1,1,4
31,0,0,16,3,52,52,0,0,1,1,7
52,0,0,11,1.6,50,52,0,0,1,1,1
51,0,0,20,12,40,51,0,0,1,1,1
53,0,0,14,8.9,50,52,0,0,1,1,1
38,1,0,18,40.772,60,52,0,0,1,1,1
29,0,0,16,2,38,49,1,0,1,1,1
68,0,0,16,3.4101,55,50,0,1,1,1,1
54,1,0,12,5.3316,50,52,0,0,1,1,1
41,0,0,13,6,60,52,0,0,1,1,1
47,1,1,12,7,40,52,0,0,1,1,1
53,0,0,14,3.64,40,52,0,0,1,1,1
51,1,0,16,4.5,40,52,0,0,1,1,1
38,1,0,13,3.2469,40,52,0,0,1,1,7
64,1,0,11,3.536,40,52,0,0,1,1,5
51,0,0,14,10,50,52,0,0,1,1,1
51,1,0,18,5,60,52,0,0,1,1,1
52,0,0,14,6,80,52,0,0,1,1,1
24,0,0,14,2.62,80,52,0,0,1,1,7
62,1,0,12,6,40,52,0,0,1,1,1
54,0,0,12,6.3,40,52,0,0,1,1,4
58,1,0,13,4.9,40,52,0,0,1,1,1
58,0,0,13,5.5,40,52,0,0,1,1,1
47,1,0,12,2.08,44,52,0,0,1,4,1
49,0,0,12,2.39,44,52,0,0,1,4,1
27,1,0,12,3.4,40,52,0,0,1,1,5
39,0,0,13,3.4,40,52,0,0,1,1,5
47,1,0,12,2.8,40,52,0,0,1,1,5
20,0,0,12,3.5,40,48,0,0,1,1,7
46,1,0,14,3.5351,40,52,0,0,1,1,1
35,0,0,18,6.9,40,52,0,0,1,1,1
35,1,0,16,5.5,40,52,0,0,1,1,1
41,0,0,12,1.5,40,52,0,0,1,1,7
52,0,0,12,4.8,40,52,0,0,1,1,1
48,1,0,14,3.2,40,52,0,0,1,1,1
58,0,0,16,8.7,40,52,0,0,1,1,1
43,1,0,12,0.4,75,52,0,0,1,1,5
19,1,0,12,0.7,40,52,0,0,1,1,7
43,0,0,13,2.08,40,52,0,0,1,1,5
44,0,0,16,12.2946,50,52,0,0,1,1,5
55,0,0,16,6.2,40,52,0,0,1,1,5
59,0,0,16,11.5,50,52,0,0,1,1,1
48,0,0,12,2.1,40,52,0,0,1,4,3
40,0,0,12,2,40,52,0,0,1,1,1
26,1,0,12,3.2,40,52,0,0,1,1,1
30,1,0,12,3.5,50,52,0,0,1,1,7
47,0,0,12,3.4,39,52,0,0,1,1,5
21,0,0,12,4,40,52,0,0,1,1,7
39,0,0,18,7.5,45,52,0,0,1,1,1
43,0,0,18,7.5,50,52,0,0,1,1,1
20,0,0,12,2.6,45,52,0,0,1,1,7
38,1,0,12,1.5,40,52,0,0,1,1,5
34,1,0,14,4.042,44,52,0,0,1,1,7
37,1,0,12,4.7387,41,52,0,0,1,1,5
30,0,0,13,3.2759,40,52,0,0,1,1,7
29,1,0,20,3.991,40,52,0,0,1,1,7
57,1,0,18,9.4,47,52,0,0,1,1,7
39,0,0,13,3.9,42,48,0,0,1,1,5
32,1,0,12,3.5337,42,52,0,0,1,1,7
24,0,0,12,2.125,40,50,0,0,1,1,7
53,0,0,12,9.5,40,52,0,0,1,1,5
58,1,0,13,3.2,38,52,0,0,1,1,4
35,0,0,14,3.9247,50,52,0,0,1,1,1
41,0,0,12,6.2,45,52,0,0,1,1,1
53,0,0,20,17.5,50,52,0,0,1,1,1
50,0,0,13,5,40,52,0,0,1,1,1
52,1,0,14,3,40,52,0,0,1,1,1
26,0,0,13,3,40,52,0,0,1,1,7
24,1,0,16,3,40,52,0,0,1,1,7
56,0,0,13,7.5,40,52,0,0,1,1,1
47,1,0,13,3,40,52,0,0,1,1,1
29,1,0,13,2.6,40,52,0,0,1,1,5
47,1,0,11,2.46,38,52,0,0,1,1,5
56,0,0,13,4.8013,48,52,0,0,1,1,6
32,0,0,12,5.3,55,52,0,0,1,1,1
33,1,0,14,4.5,40,52,0,0,1,1,1
41,0,0,18,5.8,45,52,0,0,1,1,1
41,1,0,18,3.7,40,52,0,0,1,1,1
62,0,0,16,20,60,48,0,0,1,1,1
44,1,0,12,2.8,38,52,0,0,1,1,1
36,0,0,12,2.2,40,52,0,0,1,1,1
51,1,0,16,4,52,52,0,0,1,1,6
28,1,0,16,4,40,52,0,0,1,1,1
30,0,0,12,6,40,52,0,0,1,1,1
58,1,0,13,2.7,40,52,0,0,1,1,5
23,1,0,16,6,36,50,0,0,1,1,7
24,0,0,13,4,40,52,0,0,1,1,7
55,0,0,13,8.7,40,52,0,0,1,1,1
54,1,0,13,8.5,50,52,0,0,1,1,1
55,0,0,18,9,45,52,0,0,1,1,1
42,1,0,18,12.5,38,52,0,0,1,1,7
62,0,0,12,3.8,45,52,0,0,1,1,1
60,0,0,20,10.8,60,52,0,0,1,1,1
54,1,0,14,4.9,43,52,0,0,1,1,1
42,0,0,18,10.5,40,52,0,0,1,1,1
20,0,0,12,3,40,52,0,0,1,1,1
31,1,0,14,6,48,52,0,0,1,1,5
36,0,0,12,3,60,52,0,0,1,1,1
58,1,0,13,2.5,40,52,0,0,1,1,5
32,1,0,13,2.34,40,52,0,0,1,1,1
38,0,0,12,3,40,52,0,0,1,1,1
39,0,0,18,46.2545,60,52,0,0,1,1,1
37,0,0,18,4.6,44,52,0,0,1,1,1
35,1,0,16,5.8,40,52,0,0,1,1,1
58,0,0,14,3.25,40,52,0,0,1,1,1
54,1,0,16,7,40,52,0,0,1,1,1
35,1,0,14,7.304,45,52,0,0,1,1,1
40,0,0,18,6.265,40,52,0,0,1,1,1
67,0,0,12,5.0003,40,52,0,0,1,1,1
62,0,0,12,3.12,50,52,0,0,1,1,5
40,1,0,16,4.12,40,52,0,0,1,1,5
27,0,0,12,3,50,52,0,0,1,1,7
47,1,0,12,2,40,52,0,0,1,1,7
42,0,0,14,8,40,52,0,0,1,1,1
34,0,0,14,4,40,52,0,0,1,1,1
42,1,1,16,3.8,40,52,0,0,1,1,1
48,0,0,18,10,55,52,0,0,1,1,1
52,1,0,16,8.4,40,52,0,0,1,1,5
47,0,0,12,3.5,40,52,0,0,1,1,1
36,1,0,14,7.2,45,52,0,0,1,1,7
39,0,0,12,3.6,45,52,0,0,1,1,1
37,1,0,13,3.8,40,52,0,0,1,1,1
41,0,0,12,5.2,55,52,0,0,1,1,1
47,0,0,16,9.4,40,52,0,0,1,1,1
47,1,0,13,3,38,52,0,0,1,7,1
40,1,0,12,5.8,55,52,0,0,1,1,1
31,0,0,20,11.7,40,52,0,0,1,1,1
40,0,0,12,6.9,45,52,0,0,1,1,1
36,0,0,12,3.328,40,52,0,0,1,1,1
55,0,0,13,4.5,40,52,0,0,1,1,1
44,1,0,13,2.7683,40,52,0,0,1,1,1
49,1,0,13,3.15,40,50,0,0,1,1,5
45,0,0,13,4,40,52,0,0,1,1,1
39,1,0,13,2.8,38,52,0,0,1,1,1
44,0,0,12,4.11,40,52,0,0,1,4,1
47,1,0,12,2.7,40,52,0,0,1,4,1
28,0,0,13,3.4,45,52,0,0,1,4,1
41,1,0,13,3.173,45,52,0,0,1,1,1
45,0,0,13,5.3319,40,52,0,0,1,1,1
30,0,0,12,2.2,40,50,0,0,1,1,1
34,0,0,12,2.5,40,50,0,0,1,1,1
36,1,0,12,1,40,52,0,0,1,1,1
62,0,0,14,5,40,52,0,0,1,1,1
62,1,1,16,8,40,52,0,0,1,1,1
45,0,0,12,6,60,52,0,0,1,1,1
40,1,0,13,4.8,45,52,0,0,1,1,1
42,0,0,14,4.6,45,52,0,0,1,1,1
37,1,1,16,6.3,40,50,0,0,1,1,1
57,1,0,16,5.2,48,52,0,0,1,1,1
52,0,0,12,6.5,40,52,0,0,1,1,1
28,1,0,16,2.07,38,52,0,0,1,1,7
38,0,0,12,2.58,40,50,0,0,1,1,5
42,1,0,16,4.784,40,52,0,0,1,1,1
39,0,0,13,4.2,40,52,0,0,1,1,1
45,0,0,16,7,40,52,0,0,1,1,1
51,1,0,16,7,40,52,0,0,1,1,1
53,0,0,14,5.4,40,52,1,0,1,1,1
53,0,0,9,3.198,60,52,0,0,1,1,1
54,1,0,10,1.66,40,52,0,0,1,1,1
67,1,0,18,3.4,40,50,0,0,1,1,1
30,0,0,16,9,65,52,0,0,1,1,1
30,1,0,18,4.3,40,52,0,0,1,1,1
46,1,0,13,1.8,45,52,0,0,1,1,1
44,0,0,20,5.7,36,52,0,0,1,1,1
41,0,0,16,15.9,40,52,0,0,1,1,1
43,1,0,16,4.2,36,52,0,0,1,1,1
63,1,0,16,5.6,48,52,0,0,1,1,1
40,0,0,12,3.5,40,52,0,0,1,1,5
53,0,0,14,4,40,52,0,0,1,1,1
49,1,0,12,1,40,52,0,0,1,1,1
34,0,0,10,6,40,52,0,0,1,1,1
61,0,0,12,3.8,40,52,0,0,1,1,1
57,1,0,12,1.9,40,52,0,0,1,1,1
29,1,0,12,1,40,52,0,0,1,1,5
53,0,0,16,15,70,52,0,0,1,1,1
41,1,0,16,12.5,40,52,0,0,1,1,1
42,1,0,16,4.2,40,52,0,0,1,1,1
62,0,0,12,5,40,52,0,0,1,1,1
59,1,0,18,1.8,40,50,1,0,1,1,4
39,0,0,16,7.9276,60,52,1,0,1,1,1
36,1,0,14,2.6,40,52,0,0,1,1,1
37,0,0,14,3.6,40,52,0,0,1,1,1
61,0,0,13,3.9,40,52,0,0,1,1,1
59,1,0,12,2.65,40,52,0,0,1,1,1
48,0,0,18,5.97,40,52,0,0,1,1,1
20,0,0,12,3.5,50,52,0,0,1,1,7
19,0,0,11,2.8,39,52,0,0,1,1,7
50,1,0,12,1.8,40,52,0,0,1,1,7
28,0,0,18,4.2,40,52,0,0,1,1,7
57,0,0,13,4.5,45,52,0,0,1,1,4
26,0,0,12,3.2,46,52,0,0,1,1,1
23,1,0,11,2.3,46,52,0,0,1,1,1
41,1,0,12,2.5,40,52,0,0,1,1,5
46,1,0,12,3.5,40,52,0,0,1,1,1
36,0,0,12,5.5,40,52,0,0,1,1,1
39,0,0,12,4.8,65,52,0,0,1,1,1
50,1,0,11,2.3,38,52,0,0,1,1,1
41,0,0,12,5.1,45,52,0,0,1,1,5
49,1,0,18,4,45,52,0,0,1,1,7
43,1,0,12,2.4,40,52,0,0,1,1,5
45,0,0,12,9.5,65,52,0,0,1,1,1
47,1,0,13,2.9,40,52,0,0,1,1,5
41,1,0,16,3.5,40,52,0,0,1,1,1
35,0,0,14,7,65,52,0,0,1,1,1
35,1,0,14,2.2,40,52,0,0,1,1,2
44,1,0,14,5.45,70,52,0,0,1,1,1
45,0,0,14,4.4,70,52,0,0,1,1,1
44,1,0,14,6,45,52,0,0,1,1,5
55,0,0,18,38.9599,70,52,0,0,1,1,5
54,0,0,20,7.3,50,52,0,0,1,1,1
36,0,0,16,5.5,40,52,0,0,1,1,1
51,0,0,13,5.6,50,52,0,0,1,1,1
54,1,0,12,4.5,70,52,0,0,1,1,1
59,0,0,8,3,40,52,0,0,1,1,1
51,0,0,13,2.88,44,52,0,0,1,1,1
62,0,0,12,3.4,40,52,0,0,1,1,1
22,1,0,12,1.5,40,52,0,0,1,1,7
37,0,0,12,3.2,40,52,0,0,1,1,1
49,0,0,16,10.5002,50,52,0,0,1,1,1
45,0,0,14,8,50,52,0,0,1,1,1
45,1,0,12,8,50,52,0,0,1,1,1
50,0,0,12,4.8,40,52,1,0,1,1,1
48,1,0,12,3.7,40,52,1,0,1,1,1
73,0,0,13,1,45,52,0,0,1,1,1
61,0,0,16,3.2,45,52,0,0,1,1,1
58,1,0,12,5.5,45,52,0,0,1,1,1
44,0,0,9,1.9202,40,52,0,0,1,1,1
54,1,0,16,6.6,47,52,0,0,1,1,1
51,0,0,12,7.8,60,52,0,0,1,1,1
38,0,0,16,7,50,52,0,0,1,1,7
62,1,0,20,15,45,52,0,0,1,1,1
68,0,0,20,1.5101,48,52,0,0,1,1,1
34,1,0,16,10.5,40,52,0,0,1,1,1
52,0,0,16,5.2,40,52,0,0,1,1,1
35,0,0,18,7.5,40,52,0,0,1,1,1
39,0,0,16,17,55,52,0,0,1,1,1
34,0,0,18,10.2,50,52,0,0,1,1,1
60,0,0,16,8,40,52,1,0,1,1,1
51,0,0,13,3.6,40,52,0,0,1,1,1
47,1,0,14,5,40,52,0,0,1,1,1
49,0,0,12,4.8,45,52,0,0,1,1,1
45,0,0,18,18,50,52,0,0,1,1,1
50,1,0,16,2.2,40,52,0,0,1,1,1
52,0,0,16,8,40,52,0,0,1,1,1
49,0,0,16,15.93,40,52,1,0,1,1,1
54,1,0,14,7.5,45,52,0,0,1,1,1
55,0,0,12,5.5,40,52,0,0,1,1,1
26,0,0,11,2.1,40,52,0,0,1,1,7
54,1,0,12,7.6,40,52,1,0,1,1,5
58,0,0,14,7.2,60,52,0,0,1,1,5
31,0,0,13,4.5,72,52,0,0,1,1,7
64,1,0,13,3,40,52,0,0,1,1,5
58,0,0,14,10.5,40,52,0,0,1,1,1
48,1,0,14,3.8,40,52,0,0,1,1,1
34,0,0,14,7.3,42,52,0,0,1,1,1
24,1,0,16,3.1,40,52,0,0,1,1,7
44,0,0,16,15,50,52,0,0,1,1,1
41,1,0,16,8.2,40,52,0,0,1,1,1
37,0,0,12,4.6,40,52,0,0,1,1,1
46,1,0,16,2.2,40,52,0,0,1,1,1
59,1,0,18,5.15,37,52,0,0,1,1,7
60,1,0,18,5.3,40,52,0,0,1,1,7
41,1,0,12,2.1,40,52,0,0,1,1,1
50,0,0,16,3,40,49,0,0,1,1,5
51,0,0,16,3,40,52,0,0,1,1,5
49,1,0,13,6.8,45,52,0,0,1,1,7
49,0,0,16,9,45,52,0,0,1,1,1
46,0,0,13,9,55,52,0,0,1,1,1
43,0,0,12,8.7,45,52,0,0,1,1,1
47,1,0,16,4.75,40,52,0,0,1,1,7
48,0,0,18,5,40,52,0,0,1,1,1
46,0,0,16,17.5,55,52,0,0,1,1,5
53,0,0,12,7.2,40,52,0,0,1,1,1
62,1,0,12,3.4,50,52,0,0,1,1,4
43,0,0,12,4.2,50,52,0,0,1,7,1
43,0,0,16,12,50,52,0,0,1,1,1
63,0,0,16,10,40,52,0,0,1,1,1
38,0,0,18,8.5,50,52,0,0,1,1,1
48,0,0,13,3.6,40,52,0,0,1,1,1
60,1,0,12,2.6,40,52,0,0,1,1,1
44,1,0,12,5.7,40,52,0,0,1,1,1
51,1,0,14,3.7,40,52,0,0,1,1,5
49,1,0,12,7.9,40,52,0,0,1,1,1
52,0,0,16,20,40,52,0,0,1,1,1
48,1,0,16,5,40,52,0,0,1,1,5
53,0,0,16,7.5,40,52,0,0,1,1,1
50,1,0,18,12.4,48,52,0,0,1,1,4
57,1,0,12,4.415,40,52,0,0,1,1,1
27,0,0,13,5.4,60,52,0,0,1,1,7
26,1,0,16,5.2,45,52,0,0,1,1,7
60,0,0,20,7.5,45,49,0,0,1,1,1
52,1,0,16,4.5,40,52,0,0,1,1,1
34,0,0,12,3,40,50,0,0,1,1,1
30,1,0,13,3.5,40,52,0,0,1,1,1
43,1,0,12,7,40,52,0,0,1,1,1
39,0,0,18,14,48,52,0,0,1,1,1
37,0,0,18,15,50,52,0,0,1,1,1
54,1,0,18,40.772,55,52,0,0,1,1,5
46,0,0,14,7.2,40,52,0,0,1,1,1
46,0,0,12,10,50,52,0,0,1,1,1
21,0,0,13,3,40,52,0,0,1,1,7
49,0,0,13,12,40,52,0,0,1,1,1
24,1,0,12,3.83,40,52,0,0,1,1,7
28,1,0,12,3.3,55,52,0,0,1,1,7
25,0,0,11,3.1892,41,52,0,0,1,1,7
23,1,0,16,3.8,40,52,0,0,1,1,1
32,0,0,11,5.2,50,52,0,0,1,1,1
41,0,0,16,16.5,40,52,0,0,1,1,1
46,1,0,16,18,60,52,0,0,1,1,1
52,0,0,16,11,50,52,0,0,1,1,1
34,0,0,12,3.42,50,52,0,0,1,1,7
50,1,0,20,8,40,52,0,0,1,1,1
53,0,0,16,5,40,52,0,0,1,1,1
52,0,0,16,12.8,50,52,0,0,1,1,1
52,1,0,14,4.2,63,52,0,0,1,1,1
53,1,0,12,4,40,52,0,0,1,1,1
45,0,0,12,5,40,52,0,0,1,1,5
25,1,0,13,1.4,40,52,0,0,1,1,1
36,0,0,13,5.6,40,52,0,0,1,1,5
38,1,0,13,3.2,38,52,0,0,1,4,5
55,1,0,12,4,40,52,0,0,1,1,1
59,0,0,14,2.2,40,52,0,0,1,1,1
61,0,0,13,1.3,40,52,0,0,1,1,1
59,0,0,13,0.2,45,50,0,0,1,1,1
53,0,0,16,8,40,52,0,0,1,1,1
55,1,0,16,15,55,52,0,0,1,1,1
58,0,0,16,15,55,52,0,0,1,1,1
33,1,1,18,4.784,38,52,1,0,1,1,7
61,1,0,16,4.16,40,52,0,0,1,1,4
28,0,0,16,2.538,50,52,0,0,1,1,7
43,1,0,14,8,40,52,0,0,1,1,1
37,0,0,14,4,40,52,0,0,1,1,1
46,1,0,16,2.5,40,52,0,0,1,1,1
50,0,0,16,15,40,52,0,0,1,1,1
49,1,0,16,10,55,52,0,0,1,1,1
37,0,0,16,5,90,52,0,0,1,1,1
53,0,0,18,6,40,52,0,0,1,1,1
47,0,0,12,5.2,60,52,1,0,1,1,1
43,1,0,13,6.5,40,52,0,0,1,1,1
46,0,0,13,4.2,40,52,0,1,1,1,1
38,0,0,18,9.8,50,52,0,0,1,1,1
34,1,0,16,40.772,40,52,0,0,1,1,1
49,1,0,13,5.5,37,52,0,0,1,1,1
52,0,0,13,6,45,52,0,0,1,1,1
40,0,0,12,6.224,50,52,0,0,1,1,1
38,1,0,12,6.5,40,52,0,0,1,1,1
49,0,0,12,7.2,40,52,0,0,1,1,5
37,0,0,12,4.4,70,52,0,0,1,1,1
59,0,0,12,4.3,40,52,0,0,1,1,1
57,0,0,18,11.7,40,52,0,0,1,1,1
57,0,0,16,14.9,50,52,0,0,1,1,1
51,1,0,13,5,40,52,0,0,1,1,1
59,0,0,16,10,50,52,0,0,1,1,1
42,0,0,16,4.5,40,52,0,0,1,1,1
54,0,0,13,10.8,45,52,0,0,1,1,1
38,0,0,16,10.13,44,52,0,0,1,1,1
36,1,0,16,5.9,40,52,0,0,1,1,1
46,0,0,16,10,50,51,0,0,1,1,5
48,0,0,16,38.9599,60,52,0,0,1,1,7
42,1,0,16,3,40,50,0,0,1,1,1
45,0,0,12,3,40,50,0,0,1,1,1
46,0,0,12,3.8,40,52,0,0,1,2,5
49,0,0,16,8.9,50,52,0,0,1,1,5
29,0,0,18,3.6,48,52,0,0,1,1,1
31,1,0,18,4.1,48,52,0,0,1,1,1
44,0,0,16,5,40,52,0,0,1,1,1
54,0,0,11,4,52,52,0,0,1,1,7
40,0,0,18,1,40,52,0,0,1,1,1
47,0,0,16,15,65,52,0,0,1,1,1
58,1,0,12,1,40,52,0,0,1,1,1
48,0,0,18,9,40,52,0,0,1,1,1
50,0,0,12,5,40,52,0,0,1,1,1
50,1,0,14,2.4,40,52,0,0,1,1,1
